Registration Year,EV Registrations,State,County GEOID,ZIP Code,County
2024,4645,Colorado,,80123,
2012,5,Colorado,,80124,
2013,17,Colorado,,80124,
2014,30,Colorado,,80124,
2015,50,Colorado,,80124,
2016,67,Colorado,,80124,
2017,89,Colorado,,80124,
2018,125,Colorado,,80124,
2019,1252,Colorado,,80124,
2020,2359,Colorado,,80124,
2021,3620,Colorado,,80124,
2022,5038,Colorado,,80124,
2023,6810,Colorado,,80124,
2024,4137,Colorado,,80124,
2011,1,Colorado,,80125,
2012,3,Colorado,,80125,
2013,10,Colorado,,80125,
2014,12,Colorado,,80125,
2015,16,Colorado,,80125,
2016,23,Colorado,,80125,
2017,36,Colorado,,80125,
2018,60,Colorado,,80125,
2019,690,Colorado,,80125,
2020,1397,Colorado,,80125,
2021,2301,Colorado,,80125,
2022,3846,Colorado,,80125,
2023,6372,Colorado,,80125,
2024,3990,Colorado,,80125,
2010,1,Colorado,,80126,
2011,1,Colorado,,80126,
2012,22,Colorado,,80126,
2013,36,Colorado,,80126,
2014,56,Colorado,,80126,
2015,72,Colorado,,80126,
2016,106,Colorado,,80126,
2017,144,Colorado,,80126,
2018,176,Colorado,,80126,
2019,1735,Colorado,,80126,
2020,3458,Colorado,,80126,
2021,5577,Colorado,,80126,
2022,7651,Colorado,,80126,
2023,11039,Colorado,,80126,
2024,6599,Colorado,,80126,
2012,15,Colorado,,80127,
2013,35,Colorado,,80127,
2014,50,Colorado,,80127,
2015,65,Colorado,,80127,
2016,83,Colorado,,80127,
2017,135,Colorado,,80127,
2018,148,Colorado,,80127,
2019,1662,Colorado,,80127,
2020,3111,Colorado,,80127,
2021,4767,Colorado,,80127,
2022,6381,Colorado,,80127,
2023,8635,Colorado,,80127,
2024,5174,Colorado,,80127,
2010,1,Colorado,,80128,
2011,1,Colorado,,80128,
2012,8,Colorado,,80128,
2013,17,Colorado,,80128,
2014,25,Colorado,,80128,
2015,35,Colorado,,80128,
2016,46,Colorado,,80128,
2017,54,Colorado,,80128,
2018,91,Colorado,,80128,
2019,921,Colorado,,80128,
2020,1783,Colorado,,80128,
2021,2609,Colorado,,80128,
2022,3481,Colorado,,80128,
2023,4863,Colorado,,80128,
2024,3189,Colorado,,80128,
2012,17,Colorado,,80129,
2013,28,Colorado,,80129,
2014,33,Colorado,,80129,
2015,50,Colorado,,80129,
2016,57,Colorado,,80129,
2017,84,Colorado,,80129,
2018,118,Colorado,,80129,
2019,1127,Colorado,,80129,
2020,2046,Colorado,,80129,
2021,3318,Colorado,,80129,
2022,4522,Colorado,,80129,
2023,6576,Colorado,,80129,
2024,4089,Colorado,,80129,
2011,1,Colorado,,80130,
2012,10,Colorado,,80130,
2013,25,Colorado,,80130,
2014,38,Colorado,,80130,
2015,47,Colorado,,80130,
2016,63,Colorado,,80130,
2017,79,Colorado,,80130,
2018,109,Colorado,,80130,
2019,1223,Colorado,,80130,
2020,2241,Colorado,,80130,
2021,3258,Colorado,,80130,
2022,4576,Colorado,,80130,
2023,5851,Colorado,,80130,
2024,3585,Colorado,,80130,
2018,1,Colorado,,80131,
2019,18,Colorado,,80131,
2021,14,Colorado,,80131,
2022,27,Colorado,,80131,
2023,35,Colorado,,80131,
2024,30,Colorado,,80131,
2011,1,Colorado,,80132,
2012,7,Colorado,,80132,
2013,17,Colorado,,80132,
2014,24,Colorado,,80132,
2015,35,Colorado,,80132,
2016,48,Colorado,,80132,
2017,66,Colorado,,80132,
2018,104,Colorado,,80132,
2019,987,Colorado,,80132,
2020,1999,Colorado,,80132,
2021,3298,Colorado,,80132,
2022,4851,Colorado,,80132,
2023,6669,Colorado,,80132,
2024,3683,Colorado,,80132,
2015,1,Colorado,,80133,
2016,3,Colorado,,80133,
2017,9,Colorado,,80133,
2018,11,Colorado,,80133,
2019,86,Colorado,,80133,
2020,212,Colorado,,80133,
2021,290,Colorado,,80133,
2022,382,Colorado,,80133,
2023,459,Colorado,,80133,
2024,242,Colorado,,80133,
2010,1,Colorado,,80134,
2011,2,Colorado,,80134,
2012,14,Colorado,,80134,
2013,43,Colorado,,80134,
2014,69,Colorado,,80134,
2015,82,Colorado,,80134,
2016,118,Colorado,,80134,
2017,160,Colorado,,80134,
2018,230,Colorado,,80134,
2019,2405,Colorado,,80134,
2020,4324,Colorado,,80134,
2021,6998,Colorado,,80134,
2022,10659,Colorado,,80134,
2023,15013,Colorado,,80134,
2024,9196,Colorado,,80134,
2011,2,Colorado,,80135,
2012,2,Colorado,,80135,
2013,2,Colorado,,80135,
2014,3,Colorado,,80135,
2015,4,Colorado,,80135,
2016,10,Colorado,,80135,
2017,12,Colorado,,80135,
2018,20,Colorado,,80135,
2019,197,Colorado,,80135,
2020,374,Colorado,,80135,
2021,538,Colorado,,80135,
2022,1044,Colorado,,80135,
2023,1189,Colorado,,80135,
2024,758,Colorado,,80135,
2013,1,Colorado,,80136,
2014,3,Colorado,,80136,
2015,4,Colorado,,80136,
2016,4,Colorado,,80136,
2017,6,Colorado,,80136,
2018,9,Colorado,,80136,
2019,48,Colorado,,80136,
2020,92,Colorado,,80136,
2021,236,Colorado,,80136,
2022,340,Colorado,,80136,
2023,484,Colorado,,80136,
2024,321,Colorado,,80136,
2014,1,Colorado,,80137,
2015,5,Colorado,,80137,
2016,6,Colorado,,80137,
2017,6,Colorado,,80137,
2018,5,Colorado,,80137,
2019,57,Colorado,,80137,
2020,79,Colorado,,80137,
2021,82,Colorado,,80137,
2022,130,Colorado,,80137,
2023,149,Colorado,,80137,
2024,282,Colorado,,80137,
2011,1,Colorado,,80138,
2012,7,Colorado,,80138,
2013,19,Colorado,,80138,
2014,36,Colorado,,80138,
2015,36,Colorado,,80138,
2016,55,Colorado,,80138,
2017,69,Colorado,,80138,
2018,98,Colorado,,80138,
2019,979,Colorado,,80138,
2020,1995,Colorado,,80138,
2021,3048,Colorado,,80138,
2022,4578,Colorado,,80138,
2023,6831,Colorado,,80138,
2024,3944,Colorado,,80138,
2023,2,Colorado,,80155,
2012,1,Colorado,,80160,
2014,1,Colorado,,80160,
2017,1,Colorado,,80160,
2018,1,Colorado,,80160,
2016,1,Colorado,,80166,
2017,1,Colorado,,80166,
2018,1,Colorado,,80166,
2019,5,Colorado,,80166,
2020,12,Colorado,,80166,
2021,12,Colorado,,80166,
2022,12,Colorado,,80166,
2023,13,Colorado,,80166,
2024,6,Colorado,,80166,
2023,3,Colorado,,80201,
2011,1,Colorado,,80202,
2012,5,Colorado,,80202,
2013,9,Colorado,,80202,
2014,18,Colorado,,80202,
2015,31,Colorado,,80202,
2016,48,Colorado,,80202,
2017,74,Colorado,,80202,
2018,95,Colorado,,80202,
2019,1100,Colorado,,80202,
2020,2209,Colorado,,80202,
2021,2965,Colorado,,80202,
2022,4241,Colorado,,80202,
2023,5307,Colorado,,80202,
2024,3112,Colorado,,80202,
2012,1,Colorado,,80203,
2013,5,Colorado,,80203,
2014,7,Colorado,,80203,
2015,15,Colorado,,80203,
2016,25,Colorado,,80203,
2017,28,Colorado,,80203,
2018,43,Colorado,,80203,
2019,557,Colorado,,80203,
2020,989,Colorado,,80203,
2021,1543,Colorado,,80203,
2022,1818,Colorado,,80203,
2023,2725,Colorado,,80203,
2024,1864,Colorado,,80203,
2013,7,Colorado,,80204,
2014,10,Colorado,,80204,
2015,23,Colorado,,80204,
2016,33,Colorado,,80204,
2017,43,Colorado,,80204,
2018,57,Colorado,,80204,
2019,695,Colorado,,80204,
2020,1551,Colorado,,80204,
2021,2407,Colorado,,80204,
2022,3914,Colorado,,80204,
2023,5237,Colorado,,80204,
2024,3521,Colorado,,80204,
2011,1,Colorado,,80205,
2012,3,Colorado,,80205,
2013,5,Colorado,,80205,
2014,14,Colorado,,80205,
2015,29,Colorado,,80205,
2016,43,Colorado,,80205,
2017,74,Colorado,,80205,
2018,91,Colorado,,80205,
2019,1107,Colorado,,80205,
2020,2157,Colorado,,80205,
2021,3359,Colorado,,80205,
2022,4741,Colorado,,80205,
2023,6674,Colorado,,80205,
2024,4360,Colorado,,80205,
2012,5,Colorado,,80206,
2013,18,Colorado,,80206,
2014,30,Colorado,,80206,
2015,44,Colorado,,80206,
2016,82,Colorado,,80206,
2017,109,Colorado,,80206,
2018,142,Colorado,,80206,
2019,1536,Colorado,,80206,
2020,2746,Colorado,,80206,
2021,4327,Colorado,,80206,
2022,6313,Colorado,,80206,
2023,7682,Colorado,,80206,
2024,4634,Colorado,,80206,
2011,1,Colorado,,80207,
2012,7,Colorado,,80207,
2013,12,Colorado,,80207,
2014,14,Colorado,,80207,
2015,16,Colorado,,80207,
2016,22,Colorado,,80207,
2017,37,Colorado,,80207,
2018,69,Colorado,,80207,
2019,753,Colorado,,80207,
2020,1448,Colorado,,80207,
2021,2450,Colorado,,80207,
2022,3357,Colorado,,80207,
2023,4828,Colorado,,80207,
2024,3156,Colorado,,80207,
2021,2,Colorado,,80208,
2011,3,Colorado,,80209,
2012,9,Colorado,,80209,
2013,29,Colorado,,80209,
2014,42,Colorado,,80209,
2015,60,Colorado,,80209,
2016,89,Colorado,,80209,
2017,135,Colorado,,80209,
2018,172,Colorado,,80209,
2019,1742,Colorado,,80209,
2020,3562,Colorado,,80209,
2021,5310,Colorado,,80209,
2022,7074,Colorado,,80209,
2023,9546,Colorado,,80209,
2024,5709,Colorado,,80209,
2010,1,Colorado,,80210,
2011,3,Colorado,,80210,
2012,7,Colorado,,80210,
2013,24,Colorado,,80210,
2014,38,Colorado,,80210,
2015,61,Colorado,,80210,
2016,90,Colorado,,80210,
2017,130,Colorado,,80210,
2018,186,Colorado,,80210,
2019,1970,Colorado,,80210,
2020,3883,Colorado,,80210,
2021,5563,Colorado,,80210,
2022,7891,Colorado,,80210,
2023,10864,Colorado,,80210,
2024,6532,Colorado,,80210,
2012,5,Colorado,,80211,
2013,11,Colorado,,80211,
2014,31,Colorado,,80211,
2015,43,Colorado,,80211,
2016,65,Colorado,,80211,
2017,106,Colorado,,80211,
2018,167,Colorado,,80211,
2019,1623,Colorado,,80211,
2020,3388,Colorado,,80211,
2021,4837,Colorado,,80211,
2022,6767,Colorado,,80211,
2023,8865,Colorado,,80211,
2024,5448,Colorado,,80211,
2012,4,Colorado,,80212,
2013,14,Colorado,,80212,
2014,23,Colorado,,80212,
2015,32,Colorado,,80212,
2016,47,Colorado,,80212,
2017,72,Colorado,,80212,
2018,109,Colorado,,80212,
2019,1178,Colorado,,80212,
2020,2255,Colorado,,80212,
2021,3330,Colorado,,80212,
2022,4327,Colorado,,80212,
2023,5908,Colorado,,80212,
2024,3472,Colorado,,80212,
2011,2,Colorado,,80214,
2012,2,Colorado,,80214,
2013,8,Colorado,,80214,
2014,13,Colorado,,80214,
2015,18,Colorado,,80214,
2016,27,Colorado,,80214,
2017,40,Colorado,,80214,
2018,52,Colorado,,80214,
2019,557,Colorado,,80214,
2020,1171,Colorado,,80214,
2021,1592,Colorado,,80214,
2022,2276,Colorado,,80214,
2023,3260,Colorado,,80214,
2024,1972,Colorado,,80214,
2010,2,Colorado,,80215,
2011,2,Colorado,,80215,
2012,3,Colorado,,80215,
2013,8,Colorado,,80215,
2014,16,Colorado,,80215,
2015,23,Colorado,,80215,
2016,26,Colorado,,80215,
2017,50,Colorado,,80215,
2018,63,Colorado,,80215,
2019,637,Colorado,,80215,
2020,1240,Colorado,,80215,
2021,1902,Colorado,,80215,
2022,2649,Colorado,,80215,
2023,3438,Colorado,,80215,
2024,2137,Colorado,,80215,
2010,1,Colorado,,80216,
2011,1,Colorado,,80216,
2012,3,Colorado,,80216,
2013,1,Colorado,,80216,
2014,3,Colorado,,80216,
2015,7,Colorado,,80216,
2016,20,Colorado,,80216,
2017,31,Colorado,,80216,
2018,36,Colorado,,80216,
2019,410,Colorado,,80216,
2020,1029,Colorado,,80216,
2021,1492,Colorado,,80216,
2022,2140,Colorado,,80216,
2023,3127,Colorado,,80216,
2024,1949,Colorado,,80216,
2024,9,Colorado,,80217,
2012,4,Colorado,,80218,
2013,15,Colorado,,80218,
2014,13,Colorado,,80218,
2015,27,Colorado,,80218,
2016,33,Colorado,,80218,
2017,47,Colorado,,80218,
2018,71,Colorado,,80218,
2019,715,Colorado,,80218,
2020,1607,Colorado,,80218,
2021,2287,Colorado,,80218,
2022,3212,Colorado,,80218,
2023,4273,Colorado,,80218,
2024,2581,Colorado,,80218,
2010,1,Colorado,,80219,
2011,1,Colorado,,80219,
2012,1,Colorado,,80219,
2013,3,Colorado,,80219,
2014,8,Colorado,,80219,
2015,13,Colorado,,80219,
2016,20,Colorado,,80219,
2017,35,Colorado,,80219,
2018,42,Colorado,,80219,
2019,421,Colorado,,80219,
2020,838,Colorado,,80219,
2021,1127,Colorado,,80219,
2022,1853,Colorado,,80219,
2023,2843,Colorado,,80219,
2024,1931,Colorado,,80219,
2010,2,Colorado,,80220,
2011,2,Colorado,,80220,
2012,4,Colorado,,80220,
2013,20,Colorado,,80220,
2014,37,Colorado,,80220,
2015,44,Colorado,,80220,
2016,70,Colorado,,80220,
2017,128,Colorado,,80220,
2018,182,Colorado,,80220,
2019,1920,Colorado,,80220,
2020,3752,Colorado,,80220,
2021,5243,Colorado,,80220,
2022,7457,Colorado,,80220,
2023,10100,Colorado,,80220,
2024,6137,Colorado,,80220,
2012,3,Colorado,,80221,
2013,3,Colorado,,80221,
2014,9,Colorado,,80221,
2015,22,Colorado,,80221,
2016,35,Colorado,,80221,
2017,43,Colorado,,80221,
2018,58,Colorado,,80221,
2019,522,Colorado,,80221,
2020,1278,Colorado,,80221,
2021,2246,Colorado,,80221,
2022,3115,Colorado,,80221,
2023,4290,Colorado,,80221,
2024,2806,Colorado,,80221,
2012,4,Colorado,,80222,
2013,5,Colorado,,80222,
2014,8,Colorado,,80222,
2015,16,Colorado,,80222,
2016,20,Colorado,,80222,
2017,32,Colorado,,80222,
2018,52,Colorado,,80222,
2019,819,Colorado,,80222,
2020,1562,Colorado,,80222,
2021,2151,Colorado,,80222,
2022,3399,Colorado,,80222,
2023,4555,Colorado,,80222,
2024,2763,Colorado,,80222,
2011,2,Colorado,,80223,
2012,4,Colorado,,80223,
2013,10,Colorado,,80223,
2014,6,Colorado,,80223,
2015,10,Colorado,,80223,
2016,17,Colorado,,80223,
2017,26,Colorado,,80223,
2018,29,Colorado,,80223,
2019,319,Colorado,,80223,
2020,699,Colorado,,80223,
2021,1089,Colorado,,80223,
2022,1580,Colorado,,80223,
2023,2419,Colorado,,80223,
2024,1791,Colorado,,80223,
2012,1,Colorado,,80224,
2013,11,Colorado,,80224,
2014,14,Colorado,,80224,
2015,17,Colorado,,80224,
2016,23,Colorado,,80224,
2017,45,Colorado,,80224,
2018,74,Colorado,,80224,
2019,740,Colorado,,80224,
2020,1387,Colorado,,80224,
2021,1925,Colorado,,80224,
2022,2660,Colorado,,80224,
2023,3430,Colorado,,80224,
2024,2101,Colorado,,80224,
2024,7,Colorado,,80225,
2011,2,Colorado,,80226,
2012,5,Colorado,,80226,
2013,12,Colorado,,80226,
2014,26,Colorado,,80226,
2015,27,Colorado,,80226,
2016,41,Colorado,,80226,
2017,57,Colorado,,80226,
2018,71,Colorado,,80226,
2019,722,Colorado,,80226,
2020,1360,Colorado,,80226,
2021,1969,Colorado,,80226,
2022,3116,Colorado,,80226,
2023,4015,Colorado,,80226,
2024,2525,Colorado,,80226,
2012,6,Colorado,,80227,
2013,15,Colorado,,80227,
2014,27,Colorado,,80227,
2015,32,Colorado,,80227,
2016,45,Colorado,,80227,
2017,66,Colorado,,80227,
2018,91,Colorado,,80227,
2019,1006,Colorado,,80227,
2020,2039,Colorado,,80227,
2021,2710,Colorado,,80227,
2022,3621,Colorado,,80227,
2023,4856,Colorado,,80227,
2024,2968,Colorado,,80227,
2012,9,Colorado,,80228,
2013,22,Colorado,,80228,
2014,39,Colorado,,80228,
2015,63,Colorado,,80228,
2016,72,Colorado,,80228,
2017,112,Colorado,,80228,
2018,141,Colorado,,80228,
2019,1388,Colorado,,80228,
2020,2903,Colorado,,80228,
2021,4246,Colorado,,80228,
2022,5418,Colorado,,80228,
2023,7775,Colorado,,80228,
2024,4441,Colorado,,80228,
2010,1,Colorado,,80229,
2011,1,Colorado,,80229,
2012,4,Colorado,,80229,
2013,7,Colorado,,80229,
2014,13,Colorado,,80229,
2015,24,Colorado,,80229,
2016,36,Colorado,,80229,
2017,42,Colorado,,80229,
2018,40,Colorado,,80229,
2019,463,Colorado,,80229,
2020,644,Colorado,,80229,
2021,1504,Colorado,,80229,
2022,2263,Colorado,,80229,
2023,3222,Colorado,,80229,
2024,2127,Colorado,,80229,
2012,1,Colorado,,80230,
2013,4,Colorado,,80230,
2014,8,Colorado,,80230,
2015,12,Colorado,,80230,
2016,30,Colorado,,80230,
2017,46,Colorado,,80230,
2018,67,Colorado,,80230,
2019,633,Colorado,,80230,
2020,1315,Colorado,,80230,
2021,1869,Colorado,,80230,
2022,2740,Colorado,,80230,
2023,3975,Colorado,,80230,
2024,2364,Colorado,,80230,
2012,4,Colorado,,80231,
2013,12,Colorado,,80231,
2014,19,Colorado,,80231,
2015,26,Colorado,,80231,
2016,48,Colorado,,80231,
2017,68,Colorado,,80231,
2018,82,Colorado,,80231,
2019,823,Colorado,,80231,
2020,1529,Colorado,,80231,
2021,2320,Colorado,,80231,
2022,2997,Colorado,,80231,
2023,4195,Colorado,,80231,
2024,2857,Colorado,,80231,
2013,5,Colorado,,80232,
2014,7,Colorado,,80232,
2015,9,Colorado,,80232,
2016,15,Colorado,,80232,
2017,31,Colorado,,80232,
2018,39,Colorado,,80232,
2019,476,Colorado,,80232,
2020,811,Colorado,,80232,
2021,1118,Colorado,,80232,
2022,1578,Colorado,,80232,
2023,2567,Colorado,,80232,
2024,1539,Colorado,,80232,
2012,2,Colorado,,80233,
2013,4,Colorado,,80233,
2014,16,Colorado,,80233,
2015,20,Colorado,,80233,
2016,28,Colorado,,80233,
2017,37,Colorado,,80233,
2018,47,Colorado,,80233,
2019,555,Colorado,,80233,
2020,952,Colorado,,80233,
2021,1613,Colorado,,80233,
2022,2140,Colorado,,80233,
2023,3199,Colorado,,80233,
2024,2196,Colorado,,80233,
2011,1,Colorado,,80234,
2012,10,Colorado,,80234,
2013,14,Colorado,,80234,
2014,20,Colorado,,80234,
2015,28,Colorado,,80234,
2016,39,Colorado,,80234,
2017,43,Colorado,,80234,
2018,61,Colorado,,80234,
2019,730,Colorado,,80234,
2020,1380,Colorado,,80234,
2021,2418,Colorado,,80234,
2022,3217,Colorado,,80234,
2023,4599,Colorado,,80234,
2024,2960,Colorado,,80234,
2012,2,Colorado,,80235,
2013,4,Colorado,,80235,
2014,5,Colorado,,80235,
2015,7,Colorado,,80235,
2016,8,Colorado,,80235,
2017,10,Colorado,,80235,
2018,17,Colorado,,80235,
2019,155,Colorado,,80235,
2020,451,Colorado,,80235,
2021,641,Colorado,,80235,
2022,835,Colorado,,80235,
2023,1115,Colorado,,80235,
2024,725,Colorado,,80235,
2013,3,Colorado,,80236,
2014,6,Colorado,,80236,
2015,8,Colorado,,80236,
2016,8,Colorado,,80236,
2017,18,Colorado,,80236,
2018,22,Colorado,,80236,
2019,178,Colorado,,80236,
2020,422,Colorado,,80236,
2021,697,Colorado,,80236,
2022,959,Colorado,,80236,
2023,1594,Colorado,,80236,
2024,946,Colorado,,80236,
2012,5,Colorado,,80237,
2013,5,Colorado,,80237,
2014,10,Colorado,,80237,
2015,18,Colorado,,80237,
2016,28,Colorado,,80237,
2017,45,Colorado,,80237,
2018,57,Colorado,,80237,
2019,709,Colorado,,80237,
2020,1290,Colorado,,80237,
2021,1852,Colorado,,80237,
2022,2627,Colorado,,80237,
2023,3772,Colorado,,80237,
2024,2698,Colorado,,80237,
2011,1,Colorado,,80238,
2012,11,Colorado,,80238,
2013,31,Colorado,,80238,
2014,47,Colorado,,80238,
2015,65,Colorado,,80238,
2016,103,Colorado,,80238,
2017,157,Colorado,,80238,
2018,216,Colorado,,80238,
2019,2214,Colorado,,80238,
2020,4412,Colorado,,80238,
2021,6143,Colorado,,80238,
2022,9040,Colorado,,80238,
2023,12950,Colorado,,80238,
2024,7646,Colorado,,80238,
2010,1,Colorado,,80239,
2012,3,Colorado,,80239,
2013,5,Colorado,,80239,
2014,4,Colorado,,80239,
2015,10,Colorado,,80239,
2016,14,Colorado,,80239,
2017,19,Colorado,,80239,
2018,24,Colorado,,80239,
2019,311,Colorado,,80239,
2020,548,Colorado,,80239,
2021,1140,Colorado,,80239,
2022,1380,Colorado,,80239,
2023,2223,Colorado,,80239,
2024,1568,Colorado,,80239,
2011,1,Colorado,,80241,
2012,7,Colorado,,80241,
2013,17,Colorado,,80241,
2014,27,Colorado,,80241,
2015,31,Colorado,,80241,
2016,45,Colorado,,80241,
2017,59,Colorado,,80241,
2018,71,Colorado,,80241,
2019,797,Colorado,,80241,
2020,1189,Colorado,,80241,
2021,1930,Colorado,,80241,
2022,2798,Colorado,,80241,
2023,4159,Colorado,,80241,
2024,2703,Colorado,,80241,
2010,1,Colorado,,80246,
2011,1,Colorado,,80246,
2012,4,Colorado,,80246,
2013,9,Colorado,,80246,
2014,10,Colorado,,80246,
2015,11,Colorado,,80246,
2016,24,Colorado,,80246,
2017,35,Colorado,,80246,
2018,50,Colorado,,80246,
2019,510,Colorado,,80246,
2020,1022,Colorado,,80246,
2021,1351,Colorado,,80246,
2022,2004,Colorado,,80246,
2023,2670,Colorado,,80246,
2024,1778,Colorado,,80246,
2012,4,Colorado,,80247,
2013,5,Colorado,,80247,
2014,4,Colorado,,80247,
2015,17,Colorado,,80247,
2016,18,Colorado,,80247,
2017,30,Colorado,,80247,
2018,43,Colorado,,80247,
2019,440,Colorado,,80247,
2020,838,Colorado,,80247,
2021,1260,Colorado,,80247,
2022,1520,Colorado,,80247,
2023,2300,Colorado,,80247,
2024,1778,Colorado,,80247,
2012,2,Colorado,,80249,
2013,6,Colorado,,80249,
2014,11,Colorado,,80249,
2015,22,Colorado,,80249,
2016,28,Colorado,,80249,
2017,44,Colorado,,80249,
2018,49,Colorado,,80249,
2019,615,Colorado,,80249,
2020,1147,Colorado,,80249,
2021,1709,Colorado,,80249,
2022,2808,Colorado,,80249,
2023,5149,Colorado,,80249,
2024,3895,Colorado,,80249,
2012,1,Colorado,,80260,
2013,5,Colorado,,80260,
2014,10,Colorado,,80260,
2015,10,Colorado,,80260,
2016,11,Colorado,,80260,
2017,15,Colorado,,80260,
2018,18,Colorado,,80260,
2019,197,Colorado,,80260,
2020,488,Colorado,,80260,
2021,745,Colorado,,80260,
2022,943,Colorado,,80260,
2023,1368,Colorado,,80260,
2024,980,Colorado,,80260,
2023,3,Colorado,,80266,
2010,3,Colorado,,80301,
2011,2,Colorado,,80301,
2012,13,Colorado,,80301,
2013,29,Colorado,,80301,
2014,50,Colorado,,80301,
2015,77,Colorado,,80301,
2016,112,Colorado,,80301,
2017,159,Colorado,,80301,
2018,232,Colorado,,80301,
2019,2427,Colorado,,80301,
2020,4606,Colorado,,80301,
2021,6294,Colorado,,80301,
2022,7971,Colorado,,80301,
2023,10174,Colorado,,80301,
2024,5865,Colorado,,80301,
2010,5,Colorado,,80302,
2011,7,Colorado,,80302,
2012,20,Colorado,,80302,
2013,37,Colorado,,80302,
2014,50,Colorado,,80302,
2015,76,Colorado,,80302,
2016,145,Colorado,,80302,
2017,164,Colorado,,80302,
2018,198,Colorado,,80302,
2019,2033,Colorado,,80302,
2020,4082,Colorado,,80302,
2021,5953,Colorado,,80302,
2022,7214,Colorado,,80302,
2023,9647,Colorado,,80302,
2024,4921,Colorado,,80302,
2010,3,Colorado,,80303,
2011,4,Colorado,,80303,
2012,16,Colorado,,80303,
2013,30,Colorado,,80303,
2014,54,Colorado,,80303,
2015,80,Colorado,,80303,
2016,158,Colorado,,80303,
2017,166,Colorado,,80303,
2018,208,Colorado,,80303,
2019,2107,Colorado,,80303,
2020,4074,Colorado,,80303,
2021,5476,Colorado,,80303,
2022,6805,Colorado,,80303,
2023,8730,Colorado,,80303,
2024,4834,Colorado,,80303,
2010,5,Colorado,,80304,
2011,3,Colorado,,80304,
2012,17,Colorado,,80304,
2013,47,Colorado,,80304,
2014,63,Colorado,,80304,
2015,93,Colorado,,80304,
